8192,4891,4,8,32,53.12
8192,4891,4,8,32,56.52
8192,4891,4,8,32,53.32
8192,4891,4,8,32,52.31
8192,4891,4,8,32,60.58
8192,4891,4,8,32,54.93
8192,4891,4,8,32,55.16
8192,4891,4,8,32,58.20
8192,4891,4,8,32,59.06
8192,4891,4,8,32,59.82
2048,1223,4,8,32,3.26
2048,1223,4,8,32,3.07
2048,1223,4,8,32,2.74
2048,1223,4,8,32,3.47
2048,1223,4,8,32,3.05
2048,1223,4,8,32,2.76
2048,1223,4,8,32,2.80
2048,1223,4,8,32,2.78
2048,1223,4,8,32,7.92
2048,1223,4,8,32,3.15
512,306,4,8,32,0.41
512,306,4,8,32,0.34
512,306,4,8,32,0.41
512,306,4,8,32,0.35
512,306,4,8,32,0.36
512,306,4,8,32,0.40
512,306,4,8,32,0.38
512,306,4,8,32,0.53
512,306,4,8,32,0.38
512,306,4,8,32,0.32
